Accession,Year,historical_cluster,kmeans_cluster
ABG80161,1994,BE92,7
AAY44620,2002,FU02,2
ABG88520,1994,BE92,7
ABG37351,1993,BE92,7
ABG88531,1994,BE92,7
ABG88729,1993,BE92,7
ABG88740,1993,BE92,7
ABG48280,1993,BE92,7
ABI21244,1993,BE92,7
ABG48291,1993,BE92,7
ABG48302,1993,BE92,7
AAY47013,2002,FU02,2
ABG48313,1993,BE92,7
ABG48346,1993,BE92,7
ABG48368,1993,BE92,7
ABG80348,1993,BE92,7
ANM96465,2015,Other,6
ABG80359,1993,BE92,7
ABG80370,1993,BE92,7
AOT91930,2016,Other,6
ABI21332,1993,BE92,7
ABG88762,1993,BE92,7
ABG88773,1993,BE92,7
ABG88784,1993,BE92,7
ABI21354,1993,BE92,7
ABI21365,1993,BE92,7
ABI21376,1993,BE92,7
ABI21398,1993,BE92,7
ABI21420,1993,BE92,7
ABI21486,1993,BE92,7
AAX11625,2001,SY97,2
AAX12761,2001,SY97,2
QCF43528,2019,Other,3
QCF43540,2019,Other,3
QCF43672,2019,Other,3
AAX56440,2001,SY97,2
QCP67363,2019,Other,3
AAY28325,2002,FU02,2
AAX56460,2002,FU02,2
QCQ19477,2019,Other,3
AAY44610,2003,FU02,2
AAX56470,2002,FU02,2
QDK57967,2019,Other,3
ABN51010,2006,Other,13
ABO32860,2006,Other,13
ABO32882,2006,Other,13
ABM67029,2006,Other,13
ABN51043,2006,Other,13
ABO32937,2006,Other,13
QCT09037,2019,Other,3
QCT09049,2019,Other,3
AAY28335,2001,SY97,2
QDC20264,2019,Other,3
QDC20299,2019,Other,3
QDC20311,2019,Other,3
QDC20323,2019,Other,3
QDC20383,2019,Other,3
AAX47525,2002,FU02,2
QDD57040,2019,Other,3
AAZ74551,2004,Other,10
AUC64524,2016,Other,6
AUC64548,2016,Other,6
AUC64572,2016,Other,6
AUC64584,2016,Other,6
AUC65381,2016,Other,6
AUC64785,2017,Other,8
AUC64881,2017,Other,8
AUC64990,2017,Other,8
AUC65050,2017,Other,8
AUC65085,2017,Other,8
AUC65121,2017,Other,8
AUC65181,2017,Other,8
AUC65253,2017,Other,8
AXR71527,2017,Other,8
AXR71643,2017,Other,8
AXR71700,2017,Other,8
AXR71748,2018,Other,8
AXR71760,2018,Other,8
AXR71795,2018,Other,8
AXR71878,2018,Other,8
AXR71937,2018,Other,8
AXR71949,2018,Other,8
AXR72030,2018,Other,8
AXR72111,2018,Other,8
AXR72191,2018,Other,8
AXR72273,2018,Other,8
AXR72308,2017,Other,8
AXR72440,2017,Other,8
AXR72464,2017,Other,8
AXR72488,2017,Other,8
AXR72548,2017,Other,8
AXR72572,2017,Other,8
AXR72631,2017,Other,8
AXR72751,2017,Other,8
AXR72847,2017,Other,8
AXR72883,2017,Other,8
AXR72919,2017,Other,8
AXR72931,2017,Other,8
ABV29909,2007,Other,13
ACN33024,2008,Other,13
ACU80036,2008,Other,13
QBR85553,2010,Other,5
QBR85625,2011,Other,9
QBR85637,2011,Other,9
QBR85649,2011,Other,9
QBR85673,2011,Other,9
QBR85709,2011,Other,9
QBR85769,2011,Other,9
QBR85805,2011,Other,9
QBR85817,2012,Other,9
QBR85853,2012,Other,9
QBR85865,2012,Other,9
QBR85877,2012,Other,9
QBR85901,2012,Other,9
QBR85925,2012,Other,9
QBR85937,2012,Other,9
QBR85985,2012,Other,9
QBR86009,2012,Other,9
QBR86033,2012,Other,9
QBR86081,2012,Other,9
QBR86153,2012,Other,9
QBR86165,2012,Other,9
QBR86225,2012,Other,9
QBR86285,2012,Other,9
QBR86321,2012,Other,9
QBR86333,2012,Other,9
QBR85457,2012,Other,9
QBR86477,2012,Other,9
QBR86489,2012,Other,9
QBR86525,2013,Other,0
AOV82407,2014,Other,0
AOV82479,2014,Other,0
AOV82647,2014,Other,0
AOV82899,2014,Other,0
AOV83283,2014,Other,0
AOV83331,2014,Other,0
AOV82587,2015,Other,6
AOV82623,2015,Other,6
AOV82731,2015,Other,6
AOV82755,2015,Other,6
AOV82767,2015,Other,6
AOV82911,2015,Other,6
AOV82983,2015,Other,6
AOV83067,2015,Other,6
AOV83079,2015,Other,6
AOV83103,2015,Other,6
AOV83175,2015,Other,6
AOV83223,2015,Other,6
ATV84892,2014,Other,0
QFQ15751,2017,Other,8
QFQ15775,2017,Other,8
QFQ15787,2017,Other,8
ATV89431,2016,Other,6
QFQ15883,2018,Other,8
QFQ15907,2017,Other,8
QFQ15931,2017,Other,8
QFQ16027,2017,Other,8
QFQ16051,2017,Other,8
QFQ16099,2017,Other,8
QFQ16123,2017,Other,8
ATV86349,2015,Other,6
QFQ16278,2017,Other,8
QFQ16290,2017,Other,8
QFQ16338,2017,Other,8
ATV89682,2016,Other,6
QFQ16374,2018,Other,8
ATV89694,2016,Other,6
QFQ16386,2017,Other,8
QFQ16398,2017,Other,8
QFQ16434,2017,Other,8
QFQ16446,2017,Other,8
ATV84532,2014,Other,0
QFQ16458,2018,Other,8
ATV89814,2016,Other,6
QFQ16494,2017,Other,8
QFQ16530,2018,Other,8
ATV88423,2016,Other,6
AJK01629,2010,Other,5
QFQ16578,2018,Other,8
QFQ16626,2017,Other,8
QFQ16662,2017,Other,8
QFQ16674,2017,Other,8
QFQ16710,2017,Other,8
ATV84928,2014,Other,0
ATV88699,2016,Other,6
QFQ16746,2018,Other,8
ATV88939,2016,Other,6
QFQ16758,2018,Other,8
ATV88915,2016,Other,6
ATV89191,2016,Other,6
ATY52384,2016,Other,6
AJI80137,2012,Other,9
AJI80184,2013,Other,0
AJI80303,2013,Other,0
AJI80232,2013,Other,0
ATY51533,2016,Other,6
AJI80280,2013,Other,0
AIL94481,2013,Other,0
AXU39306,2017,Other,8
AIL93917,2013,Other,0
ASU48055,2014,Other,0
AUW53875,2017,Other,8
AIL94871,2010,Other,5
ATY52658,2016,Other,6
ASU48079,2014,Other,0
AIL94258,2013,Other,0
AXU39330,2017,Other,8
AXU39342,2017,Other,8
AUW53887,2017,Other,8
AIL94270,2013,Other,0
AIL93752,2013,Other,0
ASU48091,2014,Other,0
AIL93704,2013,Other,0
ATY52682,2016,Other,6
AUW53232,2017,Other,8
ATY52420,2016,Other,6
ATY52814,2016,Other,6
AUW53292,2017,Other,8
ASU48283,2014,Other,0
ASU48331,2016,Other,6
AIL94847,2007,Other,13
AXU39366,2017,Other,8
AIL94835,2013,Other,0
AUW53076,2017,Other,8
ASU48175,2014,Other,0
AIL94306,2013,Other,0
AIL93764,2013,Other,0
ATY52347,2016,Other,6
AUW53196,2017,Other,8
AUW53743,2017,Other,8
ATY51258,2016,Other,6
ASU48067,2014,Other,0
AXU39450,2017,Other,8
AUW53899,2017,Other,8
ATY51162,2016,Other,6
AUW53911,2017,Other,8
ASU48295,2016,Other,6
ATY51270,2016,Other,6
AUW53575,2017,Other,8
ATY52317,2016,Other,6
AUW53100,2017,Other,8
AUW53707,2017,Other,8
AXU39666,2017,Other,8
AHZ35596,2012,Other,9
AHZ36529,2012,Other,9
AHZ36553,2012,Other,9
AHZ36613,2012,Other,9
AHZ36685,2013,Other,0
AHZ35704,2012,Other,9
AHZ35811,2011,Other,9
AHZ36035,2011,Other,9
AHZ36350,2012,Other,9
AHZ36373,2012,Other,9
AHZ36481,2012,Other,9
AFG72724,1996,WU95,7
BAQ58445,2014,Other,0
AFC98341,2008,Other,13
AJK02913,2009,Other,5
AGK73753,2011,Other,9
ABU50584,2007,Other,13
AGZ61170,2013,Other,0
ALH25443,2015,Other,6
AGZ60616,2013,Other,0
AQW36816,2017,Other,8
AGZ60770,2013,Other,0
ALH34142,2015,Other,6
ARD26086,2017,Other,8
AGL06143,2011,Other,9
AGL06259,2011,Other,9
AGK73530,2010,Other,5
AMB72022,2014,Other,0
QDX13686,2019,Other,3
ALH36316,2015,Other,6
ARQ86353,2017,Other,8
ALH34707,2015,Other,6
AXQ12820,2018,Other,8
AGZ60423,2012,Other,9
ALH25643,2015,Other,6
ALH37400,2015,Other,6
QGW44505,2019,Other,3
AMB68472,2015,Other,6
ATP80448,2017,Other,8
ATZ78135,2017,Other,8
AUH29581,2017,Other,8
ALA08484,2014,Other,0
ALA08544,2014,Other,0
ALA08548,2014,Other,0
ALA08549,2014,Other,0
ALA08554,2014,Other,0
ALA08555,2014,Other,0
ALA08556,2014,Other,0
ALA08559,2014,Other,0
ALA08632,2014,Other,0
ALA08638,2014,Other,0
ALA08645,2014,Other,0
ALA08654,2014,Other,0
ALE31699,2014,Other,0
ALE31942,2015,Other,6
AUP48784,2017,Other,8
ALE32075,2014,Other,0
APM88184,2016,Other,6
APC58458,2016,Other,6
APO18317,2016,Other,6
ATD10941,2017,Other,8
APH10227,2016,Other,6
ATD11008,2017,Other,8
ATD11011,2016,Other,6
ATD11068,2017,Other,8
ATD11070,2017,Other,8
ATD11305,2017,Other,8
APT44280,2016,Other,6
AZY87834,2018,Other,8
QDC20630,2019,Other,3
QDC27316,2019,Other,3
AGK73921,2010,Other,5
ALH33224,2015,Other,6
QBS21965,2019,Other,3
AGL06579,2012,Other,9
AQS21516,2017,Other,8
QIQ46937,2020,Other,3
AGZ60451,2012,Other,9
ALH27915,2014,Other,0
ARB17413,2017,Other,8
AXA19168,2018,Other,8
AXQ12832,2018,Other,8
ASK84175,2017,Other,8
ATD51862,2017,Other,8
QCW15532,2019,Other,3
AUH29087,2017,Other,8
QGQ58706,2019,Other,3
AUH31324,2017,Other,8
ATD11072,2017,Other,8
ATD11175,2017,Other,8
AXP19254,2018,Other,8
QDK57037,2019,Other,3
QCT09097,2019,Other,3
QCT09144,2019,Other,3
AGQ47918,1968,HK68,11
ABF83447,1968,HK68,11
AJK01727,2009,Other,5
AJK01799,2010,Other,5
ARI68945,2011,Other,9
ADA71152,2009,Other,5
AET50451,2011,Other,9
AFY08263,2012,Other,9
AFY08259,2012,Other,9
ADA71166,2009,Other,5
AET50447,2011,Other,9
AFW89978,2012,Other,9
AGF37559,2012,Other,9
AGF68874,2010,Other,5
AGL07300,2012,Other,9
AGL07251,2012,Other,9
AQS20175,2017,Other,8
AGK73901,2010,Other,5
AGK74310,2011,Other,9
ALH27311,2014,Other,0
ACA33679,2006,Other,13
APB91179,2014,Other,0
QCW15561,2019,Other,3
ACA33681,2006,Other,13
AGL06106,2012,Other,9
QCG85183,2019,Other,3
AXA19180,2018,Other,8
ALH31612,2014,Other,0
ALH35701,2015,Other,6
ARS00032,2017,Other,8
QDQ45503,2019,Other,3
ALH33013,2014,Other,0
ALH30109,2014,Other,0
ALH30345,2014,Other,0
AZF86684,2018,Other,8
AXQ12851,2018,Other,8
ALH37025,2015,Other,6
AOT91534,2016,Other,6
QEN97856,2019,Other,3
ALH37352,2015,Other,6
AGF44897,2012,Other,9
AOZ81872,2016,Other,6
AWX42137,2017,Other,8
ASW32861,2017,Other,8
AGL09803,2013,Other,0
ATD52039,2017,Other,8
ATD52051,2017,Other,8
APY25687,2016,Other,6
AKA54651,2014,Other,0
ATZ79231,2017,Other,8
ALN39702,2015,Other,6
AUH30724,2017,Other,8
APG56070,2016,Other,6
ASB34053,2016,Other,6
ASE04516,2016,Other,6
ATD10943,2017,Other,8
ATD10944,2017,Other,8
ATD11073,2017,Other,8
ATD11309,2017,Other,8
ATD11312,2017,Other,8
ATD11313,2017,Other,8
AXP19309,2018,Other,8
AXX75391,2018,Other,8
AXX75392,2018,Other,8
AXX75425,2018,Other,8
AZY87060,2018,Other,8
QAB04181,2018,Other,8
QAB04182,2018,Other,8
QBS19526,2019,Other,3
QBX91256,2019,Other,3
QCF43719,2019,Other,3
QCH42436,2019,Other,3
QCH42448,2019,Other,3
QCH42472,2019,Other,3
QCP66416,2019,Other,3
QCP67492,2019,Other,3
QCQ19560,2019,Other,3
QCQ19594,2019,Other,3
QCQ19606,2019,Other,3
QDK57040,2019,Other,3
QDK58092,2019,Other,3
QDC20746,2019,Other,3
QDC20758,2019,Other,3
QDC20781,2019,Other,3
AGZ60607,2012,Other,9
QDD56535,2019,Other,3
QDJ73971,2019,Other,3
ABW86563,2007,Other,13
ACN43014,2008,Other,13
ACO94738,2008,Other,13
ACL12217,2008,Other,13
ACN32980,2008,Other,13
ACL12250,2008,Other,13
BAU36352,2014,Other,0
BAU36339,2014,Other,0
BAU36351,2014,Other,0
BAU36340,2014,Other,0
BAU36354,2014,Other,0
AGK74397,2011,Other,9
AOZ84868,2016,Other,6
AQI25229,2017,Other,8
AGZ61211,2012,Other,9
AGZ61289,2012,Other,9
ALH34880,2015,Other,6
AGZ60464,2013,Other,0
AQS21409,2017,Other,8
AGZ61000,2013,Other,0
ARB17843,2017,Other,8
QCG85194,2019,Other,3
AXA19204,2018,Other,8
ARQ86206,2017,Other,8
QDQ45551,2019,Other,3
ALH25253,2015,Other,6
QCW15628,2019,Other,3
AMB69792,2015,Other,6
AYG77665,2018,Other,8
AZF87351,2018,Other,8
ASB16332,2017,Other,8
ATZ79337,2017,Other,8
AUH31230,2017,Other,8
AIC73838,2014,Other,0
ALA08561,2014,Other,0
ALA08664,2014,Other,0
ALA08666,2014,Other,0
ALA08667,2014,Other,0
ALA08668,2014,Other,0
ALE31706,2014,Other,0
ALE31713,2014,Other,0
ALE31717,2014,Other,0
ALE31723,2015,Other,6
ALE31850,2014,Other,0
ALE31851,2015,Other,6
ALE31948,2015,Other,6
ALE32083,2014,Other,0
ALE32086,2014,Other,0
ALE32087,2015,Other,6
ALE32088,2015,Other,6
ALN39703,2015,Other,6
AFH00747,1988,SI87,1
ASE04517,2017,Other,8
ATD10949,2017,Other,8
ATD11079,2017,Other,8
ATD11125,2017,Other,8
ATD11177,2017,Other,8
ATD11181,2017,Other,8
ATD11321,2017,Other,8
AXP19257,2018,Other,8
AXP19313,2018,Other,8
AXX75395,2018,Other,8
AXX75428,2018,Other,8
AZY87061,2018,Other,8
QAB03241,2018,Other,8
QBA99120,2018,Other,8
QBA99144,2018,Other,8
QBS19573,2019,Other,3
QBX91259,2019,Other,3
QBZ80082,2019,Other,3
QCH42520,2019,Other,3
QCH41513,2019,Other,3
QCP66418,2019,Other,3
QCQ19630,2019,Other,3
QDK58116,2019,Other,3
AFW89994,2012,Other,9
AFW89998,2012,Other,9
AGD98956,2013,Other,0
AFD64824,2010,Other,5
AFD64823,2010,Other,5
AGD98959,2013,Other,0
AGV74312,2012,Other,9
AFD64828,2010,Other,5
AGV74313,2012,Other,9
AQS35190,2017,Other,8
AQS35223,2017,Other,8
AFD64802,2011,Other,9
AFD64804,2011,Other,9
AHB73581,2013,Other,0
AQS35204,2017,Other,8
AHB73579,2013,Other,0
AFD64807,2011,Other,9
AHB73577,2013,Other,0
AFD64810,2011,Other,9
AHB73576,2013,Other,0
AQS35195,2017,Other,8
AFD64812,2011,Other,9
AFD64814,2011,Other,9
AQS35214,2017,Other,8
AFD64816,2011,Other,9
AGV74318,2012,Other,9
AHB73574,2013,Other,0
AFD64818,2011,Other,9
AFD64819,2011,Other,9
AQS35200,2017,Other,8
AQS35196,2017,Other,8
AGD98954,2012,Other,9
AHB73569,2013,Other,0
QFG34216,2018,Other,8
QFG34207,2018,Other,8
ASB31967,2016,Other,6
QFG34275,2018,Other,8
QFG34265,2018,Other,8
QFG34273,2018,Other,8
ASB31970,2016,Other,6
QFG34447,2018,Other,8
QFG34429,2018,Other,8
QFG34250,2018,Other,8
QFG34158,2018,Other,8
QFG34417,2018,Other,8
QFG34419,2018,Other,8
QFG34371,2018,Other,8
QFG34524,2018,Other,8
QFG34284,2018,Other,8
QFG34422,2018,Other,8
QFG34266,2018,Other,8
QFG34435,2018,Other,8
QFG34244,2018,Other,8
QFG34318,2018,Other,8
QFG34432,2018,Other,8
QFG34178,2018,Other,8
ABY70956,2007,Other,13
QFG34442,2018,Other,8
QFG34464,2018,Other,8
QFG34529,2018,Other,8
QFG34490,2018,Other,8
QFG34440,2018,Other,8
QFG34320,2018,Other,8
QFG34500,2018,Other,8
QFG34369,2018,Other,8
QFG34501,2018,Other,8
QFG34538,2018,Other,8
QFG34376,2018,Other,8
QFG34375,2018,Other,8
QFG34199,2018,Other,8
QFG34247,2018,Other,8
QFG34269,2018,Other,8
QFG34409,2018,Other,8
QFG34455,2018,Other,8
QFG34456,2018,Other,8
QFG34248,2018,Other,8
QFG34215,2018,Other,8
QFG34449,2018,Other,8
QFG34450,2018,Other,8
QFG34421,2018,Other,8
QFG34179,2018,Other,8
QFG34330,2018,Other,8
QFG34245,2018,Other,8
QFG34377,2018,Other,8
QFG34251,2018,Other,8
QFG34206,2018,Other,8
QFG34427,2018,Other,8
ASB31974,2016,Other,6
QFG34256,2018,Other,8
QFG34155,2018,Other,8
QFG34495,2018,Other,8
QFG34518,2018,Other,8
AQS35213,2016,Other,6
AQS35180,2016,Other,6
AQS35191,2016,Other,6
AQS35183,2016,Other,6
QFG34534,2017,Other,8
AJM71000,2014,Other,0
AJM70989,2014,Other,0
AJM70988,2014,Other,0
AJM71005,2014,Other,0
AJM71006,2014,Other,0
AHZ65530,2013,Other,0
AFD32507,2011,Other,9
AFD32473,2010,Other,5
AFD32483,2010,Other,5
AFD32478,2010,Other,5
AFD32479,2010,Other,5
AFD32486,2010,Other,5
AHZ65528,2013,Other,0
AFD32508,2011,Other,9
AFD32498,2010,Other,5
AFD32487,2010,Other,5
AFD32506,2011,Other,9
ABF17954,2005,Other,10
AFD32470,2010,Other,5
ACF40100,2008,Other,13
AGL07316,2012,Other,9
AIE09664,2014,Other,0
AIE09792,2013,Other,0
ANM99291,2016,Other,6
ACT67790,2009,Other,5
AGL06620,2012,Other,9
ANM99303,2016,Other,6
AGL07131,2012,Other,9
AGK74017,2010,Other,5
ALH27579,2014,Other,0
ALH36051,2015,Other,6
AGL06150,2011,Other,9
AGL06169,2012,Other,9
ALH27681,2014,Other,0
ARB17295,2017,Other,8
ARB17283,2017,Other,8
ALH27738,2014,Other,0
ARD26624,2017,Other,8
QJA11559,2020,Other,3
ARQ86633,2017,Other,8
AXY84760,2018,Other,8
AGL07169,2011,Other,9
AGZ60649,2012,Other,9
ARQ86645,2017,Other,8
AGF68642,2009,Other,5
QCW15688,2019,Other,3
ALH37012,2015,Other,6
APO18874,2016,Other,6
APT44208,2016,Other,6
AMB68688,2015,Other,6
AMB70245,2015,Other,6
QBP38940,2018,Other,8
AGF68774,2009,Other,5
ABY51127,2007,Other,13
ABW40246,2007,Other,13
AJK03149,2010,Other,5
AFG99171,1983,BK79,1
AFG72735,1997,SY97,12
QDA17242,2018,Other,8
QDA17577,2018,Other,8
QDA17479,2018,Other,8
QDA17523,2018,Other,8
QDA17167,2018,Other,8
QDA17548,2018,Other,8
QDA16926,2018,Other,8
QDA17229,2018,Other,8
ABI30609,2005,Other,10
ABI30821,2005,Other,10
AFG99811,1991,BE89,7
ARI68996,2011,Other,9
APG56474,2015,Other,6
APG56484,2015,Other,6
APG56477,2015,Other,6
APG56481,2015,Other,6
AIU46058,1999,SY97,12
AFG72801,1999,SY97,12
ABE73114,1999,SY97,12
AJK02633,2010,Other,5
AJK02976,2009,Other,5
AFH00252,1993,BE92,7
AFG99855,1991,BE89,7
AFG99888,1991,BE89,7
AFG72228,1991,BE89,7
AFG99932,1992,BE92,7
AFG99954,1992,BE92,7
AAK52912,1997,SY97,12
ALX28946,2012,Other,9
ALX28938,2011,Other,9
ALX28906,2011,Other,9
ALX28940,2012,Other,9
ALX28929,2014,Other,0
ALX28928,2014,Other,0
ALX28907,2015,Other,6
ALX28925,2014,Other,0
ALX28923,2014,Other,0
AHW83226,2014,Other,0
ARI69126,2015,Other,6
AJK00796,2010,Other,5
QIQ47008,2020,Other,3
AGZ60372,2013,Other,0
QIQ47022,2020,Other,3
ALH25463,2015,Other,6
QIV20186,2020,Other,3
ABW23346,2007,Other,13
QBS22049,2019,Other,3
AGK73775,2011,Other,9
AGL07076,2012,Other,9
AIE09970,2013,Other,0
AGZ60572,2012,Other,9
QIV20210,2020,Other,3
QHI02003,2019,Other,3
QGW44589,2019,Other,3
QGW44601,2019,Other,3
QIA55667,2019,Other,3
QHN71506,2019,Other,3
QID20184,2019,Other,3
AQS97032,2016,Other,6
AGK73534,2010,Other,5
ARH14743,2016,Other,6
AGK74552,2010,Other,5
AZK12142,2018,Other,8
ARH16691,2017,Other,8
AGL06703,2012,Other,9
AGL06875,2011,Other,9
AGL07415,2012,Other,9
AGK74575,2010,Other,5
AGF68718,2009,Other,5
ATI22388,2017,Other,8
ATD52003,2017,Other,8
AUH30818,2017,Other,8
AUM85826,2017,Other,8
AIE09567,2014,Other,0
AUM84984,2014,Other,0
ANE26353,2015,Other,6
AIE10034,2013,Other,0
AOT90250,2016,Other,6
ANM97359,2015,Other,6
ANM97383,2015,Other,6
AOZ85068,2015,Other,6
QBS22090,2018,Other,8
ANM96237,2015,Other,6
AXY84772,2018,Other,8
QDX13922,2019,Other,3
QDQ45611,2019,Other,3
ANN02373,2016,Other,6
AXB53607,2018,Other,8
AXB53664,2018,Other,8
AOT88667,2016,Other,6
AXB52127,2018,Other,8
AXB52139,2018,Other,8
QDX13958,2019,Other,3
AOZ81664,2016,Other,6
QEI02768,2019,Other,3
APC59034,2016,Other,6
APT37512,2016,Other,6
ACI26483,2008,Other,13
ACI26505,2008,Other,13
ACO36342,2008,Other,13
ACL12173,2008,Other,13
ACI26538,2008,Other,13
AFM72378,2010,Other,5
QFQ16806,2018,Other,8
QFQ16830,2018,Other,8
ATV85252,2014,Other,0
AJK03333,2009,Other,5
ATV87081,2015,Other,6
ATV87093,2015,Other,6
ATV87309,2015,Other,6
AJK01159,2008,Other,13
QFQ16962,2017,Other,8
AJK01915,2009,Other,5
ATV85912,2015,Other,6
QFQ17022,2017,Other,8
ACS71642,2009,Other,5
AJK02592,2009,Other,5
QFQ17046,2018,Other,8
QFQ17082,2017,Other,8
AIW60695,2001,SY97,2
AIW60696,2001,SY97,2
AJK03336,2008,Other,13
ATV88903,2016,Other,6
ATV83801,2012,Other,9
ATV84340,2013,Other,0
ATV83873,2012,Other,9
ATV85924,2015,Other,6
AIU46083,2007,Other,13
ATV84064,2012,Other,9
ATV85984,2015,Other,6
QFQ17130,2017,Other,8
AJK01872,2009,Other,5
QFQ17178,2017,Other,8
ATV86008,2015,Other,6
ATV85960,2015,Other,6
AJK03236,2008,Other,13
QFQ17202,2018,Other,8
ATV86020,2015,Other,6
ATV86032,2015,Other,6
QFQ13852,2018,Other,8
AJK02993,2010,Other,5
AIU46040,1997,SY97,12
AJK00574,2008,Other,13
ATV84232,2013,Other,0
ATV84256,2013,Other,0
AJK01714,2010,Other,5
ATV86865,2015,Other,6
ATV87393,2015,Other,6
AJK03233,2009,Other,5
AIU46041,1997,SY97,12
QFQ17238,2017,Other,8
ATV87045,2015,Other,6
QAX25093,2017,Other,8
AHC57475,2010,Other,5
AHC57803,2010,Other,5
AHC57815,2010,Other,5
AHC57968,2010,Other,5
AHC57981,2010,Other,5
AHC58017,2010,Other,5
AHC58029,2011,Other,9
AHC58050,2011,Other,9
AHC58062,2012,Other,9
AHC58086,2011,Other,9
AHC58150,2010,Other,5
AHC58174,2011,Other,9
AHC58198,2010,Other,5
AHC58210,2010,Other,5
AHC58222,2012,Other,9
AHC58503,2010,Other,5
AHC58539,2012,Other,9
AHC58551,2010,Other,5
AHC58635,2010,Other,5
AHC58743,2010,Other,5
AHC58767,2010,Other,5
AHC58851,2010,Other,5
AHC59017,2011,Other,9
AHC59053,2010,Other,5
AHC59065,2010,Other,5
AHC59137,2012,Other,9
AHC59161,2011,Other,9
AHC59173,2012,Other,9
AHC59185,2012,Other,9
AHC59233,2010,Other,5
AHC59305,2010,Other,5
AHC59353,2010,Other,5
AHC59377,2010,Other,5
AHC59389,2012,Other,9
AHC59401,2011,Other,9
AHC59725,2010,Other,5
AHC59821,2010,Other,5
AHC59904,2011,Other,9
AHC59927,2011,Other,9
AHC59951,2010,Other,5
AHC59975,2012,Other,9
AHC60059,2010,Other,5
AHC60155,2010,Other,5
AHC60227,2010,Other,5
AHC60263,2010,Other,5
AHC60311,2010,Other,5
AHC60443,2011,Other,9
AHC60503,2010,Other,5
AHC60647,2010,Other,5
AHC60755,2012,Other,9
AHC60779,2010,Other,5
AHC60827,2011,Other,9
AHC60863,2010,Other,5
AHC57459,2012,Other,9
AHC60995,2010,Other,5
AHC61055,2010,Other,5
AHC61091,2010,Other,5
AHC61427,2010,Other,5
AHC61535,2011,Other,9
AHC61559,2010,Other,5
AHC61607,2010,Other,5
AHC61631,2010,Other,5
AHC61655,2010,Other,5
AHC61751,2010,Other,5
AHC61811,2010,Other,5
AHC61823,2012,Other,9
AHC61919,2011,Other,9
AHC61931,2010,Other,5
AHC62039,2010,Other,5
AHC62050,2011,Other,9
AHC62074,2010,Other,5
AHC62122,2011,Other,9
AHC62146,2012,Other,9
AHC62206,2012,Other,9
AHC62242,2011,Other,9
AHC62410,2011,Other,9
AHC62470,2010,Other,5
AHC62494,2011,Other,9
AHC62662,2012,Other,9
ADL60363,2007,Other,13
AFH34940,2012,Other,9
AJK02791,2010,Other,5
ADJ41816,1982,BK79,1
ADJ41805,1982,BK79,1
AFG99160,1982,BK79,1
AJK01018,2009,Other,5
AJK00910,2009,Other,5
AJK03599,2008,Other,13
ALM05069,2011,Other,9
ALM05072,2009,Other,5
ALM05078,2009,Other,5
ASB31372,2016,Other,6
AKQ09954,2014,Other,0
AET10106,2011,Other,9
ALM05341,2011,Other,9
AFG98896,1973,EN72,11
AFM71945,1973,EN72,11
ARI68169,2015,Other,6
ARI69412,2015,Other,6
ARI69688,2015,Other,6
ALM05339,2011,Other,9
ALM05348,2011,Other,9
ADK87334,2009,Other,5
ADK87336,2009,Other,5
ADK87300,2009,Other,5
ADK87302,2009,Other,5
ADK87304,2009,Other,5
ADK87306,2009,Other,5
ADK87308,2009,Other,5
ADK87309,2009,Other,5
ADK87313,2009,Other,5
ADK87321,2009,Other,5
ADK87323,2009,Other,5
ADK87325,2009,Other,5
ADK87326,2009,Other,5
ADK87287,2009,Other,5
ADK87288,2009,Other,5
ADK87289,2009,Other,5
ADK87291,2009,Other,5
ADK87293,2009,Other,5
ADK87295,2009,Other,5
ADK90207,2009,Other,5
AFV68654,2007,Other,13
AFV68641,2007,Other,13
AFV68647,2008,Other,13
AFV68670,2008,Other,13
AFV68649,2009,Other,5
AFV68650,2009,Other,5
AFV68671,2008,Other,13
AFV68644,2011,Other,9
AFV68645,2011,Other,9
AFV68646,2011,Other,9
AFV68678,2009,Other,5
AFV68679,2009,Other,5
AFV68655,2010,Other,5
AFV68643,2011,Other,9
AFV68656,2010,Other,5
AFV68657,2010,Other,5
AFV68658,2010,Other,5
AFV68659,2010,Other,5
AFV68662,2010,Other,5
AFV68648,2008,Other,13
ARI69719,2013,Other,0
AGW27058,2012,Other,9
AGW27060,2012,Other,9
QFG34239,2018,Other,8
QFG34287,2018,Other,8
QFG34196,2018,Other,8
QFG34425,2018,Other,8
QFG34390,2018,Other,8
QFG34547,2018,Other,8
QFG34367,2018,Other,8
QFG34412,2018,Other,8
QFG34193,2018,Other,8
QFG34194,2018,Other,8
QFG34218,2018,Other,8
QFG34439,2018,Other,8
QFG34241,2018,Other,8
QFG34393,2018,Other,8
AJM71054,2014,Other,0
QFG34291,2018,Other,8
AJM71057,2014,Other,0
QFG34171,2018,Other,8
QFG34400,2018,Other,8
QFG34190,2018,Other,8
QFG34385,2018,Other,8
QFG34191,2018,Other,8
QFG34489,2018,Other,8
AMN88184,2015,Other,6
QFG34328,2018,Other,8
QFG34246,2018,Other,8
QFG34402,2018,Other,8
AJM71066,2014,Other,0
QFG34167,2018,Other,8
QFG34195,2018,Other,8
QFG34267,2018,Other,8
QFG34378,2018,Other,8
QFG34268,2018,Other,8
QFG34550,2018,Other,8
AMN88183,2014,Other,0
QFG34374,2018,Other,8
